artist,style,url
Ippolito Caffi,Academic Art,https://artsandculture.google.com/asset/the-moccoletti-al-corso/TQHCIct20W27Mw
Pedro Américo,Academic Art,https://artsandculture.google.com/asset/caio-da-silva-prado/MwGaPFqyIrw1sg
Lawrence Alma-Tadema,Academic Art,https://artsandculture.google.com/asset/the-way-to-the-temple-lawrence-alma-tadema-ra/NwGm-tU6zFyccw
Henry Walton,Academic Art,https://artsandculture.google.com/asset/portrait-of-a-sportsman-possibly-robert-rayner-henry-walton-1746–1813-british/ZQH8XX6TAnVIvw
Juan Cordero,Academic Art,https://artsandculture.google.com/asset/portrait-of-the-daughters-of-manuel-cordero/uQG7GfjRyuRFFw
Henry Walton,Academic Art,https://artsandculture.google.com/asset/portrait-of-a-woman-possibly-miss-nettlethorpe-henry-walton-1746–1813-british/zwFtrJSGRQkmhA
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/sairandhri-raja-ravi-varma/6gFXHv1iNElLhg
Edward Poynter,Academic Art,https://artsandculture.google.com/asset/eliza-eastlake-edward-john-poynter-1836–1919-british/tgFBBB6G_XJj_Q
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/malayali-lady-raja-ravi-varma/WwHAXQnC1F6sVA
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/shakuntala-and-her-companion-raja-ravi-varma/9gGc6GJDFIj4Ow
Victor Meirelles,Academic Art,https://artsandculture.google.com/asset/o-dr-josé-maria-chaves/WQHLrHmWDYJ-2A
José Ferraz de Almeida Júnior,Academic Art,https://artsandculture.google.com/asset/natureza-morta-still-life-almeida-júnior/bwF79vxiY8SPHg
William-Adolphe Bouguereau,Academic Art,https://artsandculture.google.com/asset/the-cherry-picker-william-adolphe-bouguereau-french-1825-1905/VwG-Hi3C-lxyXA
Henry Walton,Academic Art,https://artsandculture.google.com/asset/a-market-girl-henry-walton-1746–1813-british/LAGjs83LMLK_wg
Thomas Hudson,Academic Art,https://artsandculture.google.com/asset/miss-alicia-macartney-thomas-hudson/3wHCYJPLVoEs0w
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/shakuntala-s-impending-calamity-raja-ravi-varma/zQFyRiLZH8Se6Q
Alexandre-Gabriel Decamps,Academic Art,https://artsandculture.google.com/asset/the-good-samaritan-alexandre-gabriel-decamps/RwHQnoyOJUwXlg
Édouard Detaille,Academic Art,https://artsandculture.google.com/asset/gendarmes-d-ordonnance-édouard-detaille/TgFqlJGVA1hxpw
Ary Scheffer,Academic Art,https://artsandculture.google.com/asset/self-portrait-at-the-age-of-43-ary-scheffer/XAEekQvtaM3RRQ
Henry Singleton,Academic Art,https://artsandculture.google.com/asset/the-wandering-sailor-henry-singleton-1766–1839-british/EgEYnY_zYcGf3A
David Wilkie,Academic Art,https://artsandculture.google.com/asset/study-for-sir-david-baird-discovering-the-body-of-tipu-sahib-sir-david-wilkie-r-a/tQETn9Bm4w5sdA
Charles Jalabert,Academic Art,https://artsandculture.google.com/asset/the-awakening-charles-françois-jalabert-french-1819-1901/rAGME-A8DpQoCA
Ary Scheffer,Academic Art,https://artsandculture.google.com/asset/mignon-yearning-for-her-homeland-scheffer-ary/ZwHY-SRBb96nQQ
Lawrence Alma-Tadema,Academic Art,https://artsandculture.google.com/asset/shrine-of-venus-alma-tadema-sir-lawrence/6gEQW63EGEuuVQ
Thomas Couture,Academic Art,https://artsandculture.google.com/asset/lust-for-gold-thomas-couture/TwGoAGW-9wYtBA
Ippolito Caffi,Academic Art,https://artsandculture.google.com/asset/the-arch-of-titus-and-the-temple-of-venus-and-rome-near-the-roman-forum-ippolito-caffi/YwGuMhbdpCCAjQ
George Frederic Watts,Academic Art,https://artsandculture.google.com/asset/britomart/oQH5Zy0FMoWQUg
Thomas Couture,Academic Art,https://artsandculture.google.com/asset/female-head-mademoiselle-poinsot-thomas-couture/RQFUsTDu82rdAA
Benet Mercadé,Academic Art,https://artsandculture.google.com/asset/church-of-cervara-papal-states-benet-mercadé/ZQHgpqBXj6uZ3Q
Ernest Meissonier,Academic Art,https://artsandculture.google.com/asset/study-of-a-seated-cavalier-reading-jean-louis-ernest-meissonier/qgF8J2fYTVMlOQ
Francesco Hayez,Academic Art,https://artsandculture.google.com/asset/bagnante-francesco-heyez/tgE0ObEVZ2Y-OA
Francis Towne,Academic Art,https://artsandculture.google.com/asset/old-walton-bridge-francis-towne-1740–1816-british/MgEXq63B3gchmA
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/malabar-beauty-raja-ravi-varma/2gFxltmngzfG8g
Daniel Hernández Morillo,Academic Art,https://artsandculture.google.com/asset/efecto-de-luz-artificial/kgGUsaB8gparfQ
Maurice Felton,Academic Art,https://artsandculture.google.com/asset/a-woman-of-nsw-maurice-felton/sQGLDwD1fagrjQ
Lawrence Alma-Tadema,Academic Art,https://artsandculture.google.com/asset/chess-players-sir-lawrence-alma-tadema/2gFxkvI8MRn15Q
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/bharani-nal-raja-raja-varma-raja-ravi-varma/qwHUGUJ1Eaf10w
George Jones,Academic Art,https://artsandculture.google.com/asset/studies-of-royal-horse-artillery-uniform-and-of-an-a-d-c-to-the-commander-in-chief-a-study-for-the-battle-of-waterloo-george-jones-1786–1869-british/agH8w-yYujGizA
Ralph Eleaser Whiteside Earl,Academic Art,https://artsandculture.google.com/asset/portrait-of-andrew-jackson-ralph-eleaser-whiteside-earl/LgFWcCjY9y3lgw
William Quiller Orchardson,Academic Art,https://artsandculture.google.com/asset/the-story-of-a-life-sir-william-quiller-orchardson-1832–1910-british/TAGIZ8V-a09Buw
Kenyon Cox,Academic Art,https://artsandculture.google.com/asset/a-blonde-kenyon-cox/uQEdZhBQJ9uI9Q
José Ferraz de Almeida Júnior,Academic Art,https://artsandculture.google.com/asset/cristo-crucificado-almeida-júnior/0AF77GVUvLKpEg
Rodolfo Amoedo,Academic Art,https://artsandculture.google.com/asset/retrato-de-mulher-desabillé-amarelo-laço-roxo-rodolfo-amoedo/YwEm-IVl6qv1cA
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/yuvaraj-kanterava-narasimharaja-wadiyar-in-a-hunting-dress-raja-ravi-varma/lQGBoz-PrkEEDA
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/sisters-raja-ravi-varma/KQHVg8NBYreMbw
Daniel Hernández Morillo,Academic Art,https://artsandculture.google.com/asset/lancha-pescadora/iAGmjhJ51R4o1Q
Francisco Pradilla Ortiz,Academic Art,https://artsandculture.google.com/asset/portrait-of-mariano-royo-urieta-retrato-de-mariano-royo-urieta-francisco-pradilla-ortiz/yAGCP_eW7ZJKqA
Pedro Américo,Academic Art,https://artsandculture.google.com/asset/leão-pedro-américo/eAFahPS_pWcnRQ
Marià Fortuny,Academic Art,https://artsandculture.google.com/asset/woman-sewing-fortuny-marsal-marià/XwH1JbMKo-7HkA
Rodolfo Amoedo,Academic Art,https://artsandculture.google.com/asset/estudo-de-cabeça-rodolfo-amoedo/EQGs5ZJvvfRyNw
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/mahbub-ali-khan-asaf-nizam-of-hyderabad-raja-ravi-varma/7QES8uHCa9RIpw
Jules Bastien-Lepage,Academic Art,https://artsandculture.google.com/asset/le-père-jacques-the-wood-gatherer-jules-bastien-lepage/BwGw_ThqXfKW0w
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/lady-with-violin-raja-ravi-varma/xQGqFEcH2pKpKg
George Stubbs,Academic Art,https://artsandculture.google.com/asset/self-portrait-george-stubbs-1724–1806-british/QwG8Ier3UnbySw
Francesco Hayez,Academic Art,https://artsandculture.google.com/asset/flight-of-bianca-cappello-from-venice-francesco-hayez/sAFiJLnIVN9G9Q
,Academic Art,https://artsandculture.google.com/asset/seaport-at-sunrise/eQE-LVzE-Rde7g
Thomas Couture,Academic Art,https://artsandculture.google.com/asset/head-of-a-woman/JgF9oBsKiEN2ng
Ary Scheffer,Academic Art,https://artsandculture.google.com/asset/eberhard-von-w-rttenberg-treurend-om-zijn-zoon-ary-scheffer/MQHvdXyw1Wdcsw
Francesco Hayez,Academic Art,https://artsandculture.google.com/asset/winged-genius-francesco-hayez/RQExRdQrxx-0dQ
José Ferraz de Almeida Júnior,Academic Art,https://artsandculture.google.com/asset/partida-da-monção-estudo-josé-ferraz-de-almeida-júnior/vQH-HLSVw8XiUA
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/village-belle-raja-ravi-varma/PAGAyqoFCqsZcQ
Hans Makart,Academic Art,https://artsandculture.google.com/asset/the-death-of-siegmund/dgFOP23PaBA-pg
Rodolfo Amoedo,Academic Art,https://artsandculture.google.com/asset/portrait-of-jean-baptiste-debret-rodolfo-amoedo/zQH4LssvODrC6g
Lawrence Alma-Tadema,Academic Art,https://artsandculture.google.com/asset/fredegonda-at-the-deathbed-of-praetextatus-lawrence-alma-tadema-1836–1912-dutch-active-in-britain-from-1870/VwHN4bz32B-VJQ
Daniel Hernández Morillo,Academic Art,https://artsandculture.google.com/asset/sevillana/uAEaRTTvGFZ0bg
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/maharani-lakshmi-bayi-raja-ravi-varma/QQELuTuxfIagcA
José Ferraz de Almeida Júnior,Academic Art,https://artsandculture.google.com/asset/amolação-interrompida-estudo-almeida-júnior/CQGMO7lMv9iVpQ
,Academic Art,https://artsandculture.google.com/asset/self-portrait-after-beechey/7AFFwVZP5OFMdA
Konstantin Makovsky,Academic Art,https://artsandculture.google.com/asset/cheerful-general-konstantin-yegorovich-makovsky/bgGyBcD48EP4CA
Franz von Lenbach,Academic Art,https://artsandculture.google.com/asset/head-of-the-conductor-hermann-levi-franz-von-lenbach/1QE_Tm-2Vv7Ehg
Thomas Stothard,Academic Art,https://artsandculture.google.com/asset/an-unfinished-study-of-venus-and-adonis-thomas-stothard-1755–1834-british/VwHxidEm-2vtJg
Gheorghe Popovici,Academic Art,https://artsandculture.google.com/asset/roses-gheorghe-popovici/VwGHma_v4OGrYg
Hans Makart,Academic Art,https://artsandculture.google.com/asset/portrait-of-helene-of-racowitza-hans-makart/vwFhBchhdhUnbg
John La Farge,Academic Art,https://artsandculture.google.com/asset/magnolia-blossom-john-la-farge/hAHWeZIUae055Q
Ary Scheffer,Academic Art,https://artsandculture.google.com/asset/self-portrait-at-the-age-of-31-scheffer-ary/mwHUXNYod6Mn6g
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/the-begum-s-bath-raja-ravi-varma/fwFdKwet8L9WbQ
Victor Meirelles,Academic Art,https://artsandculture.google.com/asset/study-for-panorama-do-rio-de-janeiro-vítor-meireles/1AHdsMkeYtJQXA
Frederic Leighton,Academic Art,https://artsandculture.google.com/asset/a-condottiere/qAHNgLmBODRegg
George Jones,Academic Art,https://artsandculture.google.com/asset/the-passing-of-the-great-emancipation-act-george-jones-1786–1869-british/sAH38p8ExVVcZA
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/lady-with-a-mirror-raja-ravi-varma/owFaQTMM5SeS3w
Ary Scheffer,Academic Art,https://artsandculture.google.com/asset/originally-design-for-the-painting-of-francesca-da-rimini-and-paolo-scheffer-ary/XQFF8mUIVvC5UA
Paja Jovanović,Academic Art,https://artsandculture.google.com/asset/maria-of-yugoslavia-pavle-paja-jovanović/uwFDtf5VbycPiQ
Ippolito Caffi,Academic Art,https://artsandculture.google.com/asset/the-colosseum-as-seen-from-above/FAGaNw4vi613cg
Anselm Feuerbach,Academic Art,https://artsandculture.google.com/asset/self-portrait-as-a-boy-anselm-feuerbach/AAEwaIjHIjwZTg
Julius Caesar Ibbetson,Academic Art,https://artsandculture.google.com/asset/a-married-sailor-s-adieu-julius-caesar-ibbetson-1759–1817-british/BAG_WvPvvylaYQ
George Frederic Watts,Academic Art,https://artsandculture.google.com/asset/star-of-greece-gregory-g-f-george-frederick-1815-1890-artist/FQFwLhLYCrkonQ
John Downman,Academic Art,https://artsandculture.google.com/asset/an-unknown-man-john-downman-1750–1824-british/iQHjQxqC3yyvyQ
José Ferraz de Almeida Júnior,Academic Art,https://artsandculture.google.com/asset/a-pintura-alegoria-almeida-júnior/XAGC5WYfB_dajg
Ary Scheffer,Academic Art,https://artsandculture.google.com/asset/the-women-of-souli-scheffer-ary/ugEot4KH-kPVZQ
John Opie,Academic Art,https://artsandculture.google.com/asset/a-shepherd-boy-in-the-manner-of-john-opie/pgEq7m3zst1LtQ
Francesco Hayez,Academic Art,https://artsandculture.google.com/asset/portrait-of-giovanni-battista-birago-francesco-hayez/tgHvqHrRwYaeMA
Antoine-Jean Gros,Academic Art,https://artsandculture.google.com/asset/first-sketch-for-the-pest-house-at-jaffa-premiere-esquisse-des-pestiferes-de-jaffa-gros-antoine-jean/NwEGFfmq3k74-Q
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/parsi-lady-raja-ravi-varma/oAFLktGHb6NJJw
Ary Scheffer,Academic Art,https://artsandculture.google.com/asset/view-of-hudson-new-york-henry-ary-1807-1859/sAEDXf_biK10Rg
Václav Brožík,Academic Art,https://artsandculture.google.com/asset/portret-mladeho-rabina-portrait-of-the-young-rabi-vaclav-brozik/hQHphXhV2xh7qw
Daniel Hernández Morillo,Academic Art,https://artsandculture.google.com/asset/las-palomas/dwFNf5bD0C8tUg
,Academic Art,https://artsandculture.google.com/asset/estudo-para-passagem-do-chaco/agE9p_7V28W-yg
Ary Scheffer,Academic Art,https://artsandculture.google.com/asset/faust-in-the-walpurgisnight-scheffer-ary/MQGnHWIq456mzQ
Thomas Sandby,Academic Art,https://artsandculture.google.com/asset/whitehall-showing-holbein-s-gate-and-banqueting-hall-thomas-sandby-ra-1721–1798-british/CwEkZFAKAd8yuw
Ary Scheffer,Academic Art,https://artsandculture.google.com/asset/lenore-the-dead-go-quickly-scheffer-ary/ZQF1F5Yi82-0iA
Francis Grant,Academic Art,https://artsandculture.google.com/asset/james-keith-fraser-sir-francis-grant-1803–1878-british/tAGVup4qtiTA_w
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/khedda-operations-raja-ravi-varma/7wGPgRwv-NADbA
José Ferraz de Almeida Júnior,Academic Art,https://artsandculture.google.com/asset/retrato-do-dr-fernando-prestes-de-albuquerque-josé-ferraz-de-almeida-júnior/7AFKeqLnWaFPlQ
José Ferraz de Almeida Júnior,Academic Art,https://artsandculture.google.com/asset/retrato-de-dona-tereza-correia-de-camargo-leite-josé-ferraz-de-almeida-júnior/GQGh94Rtz9-mXQ
Gyula Benczúr,Academic Art,https://artsandculture.google.com/asset/podobizeň-dievčaťa-s-červenou-čiapkou-gyula-benczúr/fAHcWGqA7NygWg
Ricardo Gómez Campuzano,Academic Art,https://artsandculture.google.com/asset/josé-vicente-castro-silva-ricardo-gómez-campuzano-firmado/fQH3MGI7gGy0rA
Alexandre-Gabriel Decamps,Academic Art,https://artsandculture.google.com/asset/landschap-met-watermolen-alexandre-gabriel-decamps/oAE7QVkkN0jiEQ
Karl Friedrich Lessing,Academic Art,https://artsandculture.google.com/asset/jan-hus-at-the-council-of-constance/1gFq4zx4XogZ7g
José Ferraz de Almeida Júnior,Academic Art,https://artsandculture.google.com/asset/retrato-póstumo-de-dona-ana-eufrosina-vasconcelos-josé-ferraz-de-almeida-júnior/DAEhbuOHXEkSzA
Domenico Morelli,Academic Art,https://artsandculture.google.com/asset/ritratto-di-emilio-villari-giovane-domenico-morelli/ywFnjz-g55CDBg
Pedro Weingärtner,Academic Art,https://artsandculture.google.com/asset/paisagem-landscape-pedro-weingärtner/RAFAtWG6v8lVDw
Thomas Couture,Academic Art,https://artsandculture.google.com/asset/paul-barroilhet-1810-1871/GAG7Sxo7AnqYJw
Nathaniel Dance-Holland,Academic Art,https://artsandculture.google.com/asset/oldfield-bowles-attributed-to-nathaniel-dance/RQGUwyu8I8zUrQ
Henry Tanworth,Academic Art,https://artsandculture.google.com/asset/walter-percy-sladen-wells-after-henry-tanworth/8AGFKpa7N4yX2w
Pedro Weingärtner,Academic Art,https://artsandculture.google.com/asset/ceifa-pedro-weingärtner/zwEVaFQ_uP0tQA
Pantaleon Szyndler,Academic Art,https://artsandculture.google.com/asset/johann-wilhelm-kaiser-1813-1900-graficus-directeur-van-de-graveerschool-en-van-het-rijksmuseum-pantaleon-szyndler/jQFYYy99uIlD3A
Rodolfo Amoedo,Academic Art,https://artsandculture.google.com/asset/retrato-do-gravador-augusto-girardet-rodolfo-amoedo/sAGD68Q0d9nxeg
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/portrait-of-the-nizam-of-hyderabad-mir-mehboob-ali-khan-asaf-jah-vi-raja-ravi-varma/AAGBGk39VmNNIg
Henry Walton,Academic Art,https://artsandculture.google.com/asset/elizabeth-bridgman-sister-of-the-artist-henry-walton-1746–1813-british/4wEB9EwmxLKPfQ
Gustave Boulanger,Academic Art,https://artsandculture.google.com/asset/la-danse-guerrière-gustave-boulanger/SgHlS7LP9haS7A
Francisco Pradilla Ortiz,Academic Art,https://artsandculture.google.com/asset/self-portrait-francisco-pradilla-ortiz/TQECjYtiWfprdQ
José Ferraz de Almeida Júnior,Academic Art,https://artsandculture.google.com/asset/estudo-de-nú-josé-ferraz-de-almeida-júnior/4AHGZZFCD_GCOA
Franz von Lenbach,Academic Art,https://artsandculture.google.com/asset/portrait-of-hermann-levi-in-oriental-costume-franz-von-lenbach/bwE2VwK6Bg4s2Q
Daniel Hernández Morillo,Academic Art,https://artsandculture.google.com/asset/suzette/kgGuTbCXTbjjDw
Édouard Debat-Ponsan,Academic Art,https://artsandculture.google.com/asset/vacas-no-bebedouro-edouard-debat-ponsan/YAFMpQWgk6EtzA
Lawrence Alma-Tadema,Academic Art,https://artsandculture.google.com/asset/self-portrait-lawrence-alma-tadema/vwGjPuZvtIuGRw
José Ferraz de Almeida Júnior,Academic Art,https://artsandculture.google.com/asset/retrato-do-dr-manoel-lopes-de-oliveira-almeida-júnior/VwEyylorNTtXUw
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/dasara-darbar-at-jaganmohan-palace-mysore-raja-ravi-varma/LAG5l8u8HWh1tg
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/the-kizakke-palat-krishna-menon-family-raja-ravi-varma/hgGBEzwW5BtwTw
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/portrait-of-justice-t-muthuswamy-iyer-raja-ravi-varma/IgFTZ5FbdRrAaA
Francis Towne,Academic Art,https://artsandculture.google.com/asset/dunkerswell-abbey-august-20-1783-francis-towne-1740–1816-british/LgE4k0RVKRuKrg
Marià Fortuny,Academic Art,https://artsandculture.google.com/asset/the-note-mariano-josé-maría-bernardo-fortuny-y-carbó/oQGRevzcGOnn4Q
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/khedda-camp-raja-ravi-varma/xwF9PNf475DDdQ
Ricardo Acevedo Bernal,Academic Art,https://artsandculture.google.com/asset/fernando-caicedo-y-flórez-ricardo-acevedo-bernal/XAHlgKX2qhDEeg
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/an-adaptation-of-the-poem-veena-nu-mrug-raja-ravi-varma/qgFoKS6y9EnYHA
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/khedda-operations-at-night-raja-ravi-varma/yAEYXyOtXdAYaQ
Karl von Piloty,Academic Art,https://artsandculture.google.com/asset/the-hurdy-gurdy-girl-karl-theodor-von-piloty/mgFINKOoUZaT0A
Constantin Lecca,Academic Art,https://artsandculture.google.com/asset/landscape-corina-lecca/qAEeLHdoC2liEQ
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/kerala-varma-valiya-koil-thampuran-raja-ravi-varma/kgEP3byshN8ogA
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/radha-krishna-raja-ravi-varma/tgHJCqbOApkYSQ
Lawrence Alma-Tadema,Academic Art,https://artsandculture.google.com/asset/a-roman-amateur-or-a-roman-art-lover-lawrence-alma-tadema/DQEILySM-nRsaw
José Ferraz de Almeida Júnior,Academic Art,https://artsandculture.google.com/asset/tarquínio-e-lucrécia-almeida-júnior/jAFfYH73dHg2Mw
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/junior-rani-parvathi-bayi-raja-ravi-varma/6QEmzvlyapYTEA
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/the-new-lamp-raja-ravi-varma/7QHp9ghaI9QYjg
"George Barret RA, ca. 1728/32–1784, Irish",Academic Art,https://artsandculture.google.com/asset/horses-and-cattle-by-a-river-george-barret-ra-ca-1728-32–1784-irish/RQEF_K9XTpt8TQ
Rodolfo Amoedo,Academic Art,https://artsandculture.google.com/asset/estudo-para-marabá-rodolfo-amoedo/7QFiRxbuqw_CZA
Franz von Lenbach,Academic Art,https://artsandculture.google.com/asset/portrait-hermann-levi-as-john-the-baptist-franz-von-lenbach/jQF3ESVBu4Zvhw
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/maharani-chimnabai-ii-raja-ravi-varma/5gF18gVU_d9Siw
Jean-Jacques Henner,Academic Art,https://artsandculture.google.com/asset/marie-louise-pasteur-jean-jacques-henner/FQFEEKupW5v0WQ
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/yashoda-and-krishna-raja-ravi-varma/fAGos58YHmC5PA
Jan August Hendrik Leys,Academic Art,https://artsandculture.google.com/asset/dutch-church-in-the-16th-century-hendrik-leys/4gGqXjaPW8DqbQ
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/a-tamil-lady-playing-the-swarbat-raja-ravi-varma/iAGHMA45vwkkWA
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/a-lady-from-north-india-raja-ravi-varma/TAFZe-kQpH7aKA
Raja Ravi Varma,Academic Art,https://artsandculture.google.com/asset/pooruruttathi-thirunal-mahaprabha-amma-thampuran-raja-ravi-varma/vgFuIoQaJcDO-A
Jean-Léon Gérôme,Academic Art,https://artsandculture.google.com/asset/the-runners-of-the-pasha-jean-léon-gérôme/sgGi5VZCP2qNXg
